order_item_id,order_id,product_id,quantity,unit_price,line_total
157,ORD-000063,PROD-0158,2,177,354
158,ORD-000063,PROD-0159,3,178,534
159,ORD-000063,PROD-0160,1,179,179
160,ORD-000064,PROD-0161,1,180,180
161,ORD-000065,PROD-0162,1,181,181
162,ORD-000065,PROD-0163,2,182,364
163,ORD-000066,PROD-0164,1,183,183
164,ORD-000066,PROD-0165,2,184,368
165,ORD-000066,PROD-0166,3,185,555
166,ORD-000067,PROD-0167,1,186,186
167,ORD-000067,PROD-0168,2,187,374
168,ORD-000067,PROD-0169,3,188,564
169,ORD-000067,PROD-0170,1,189,189
170,ORD-000068,PROD-0171,1,190,190
171,ORD-000069,PROD-0172,1,191,191
172,ORD-000069,PROD-0173,2,192,384
173,ORD-000070,PROD-0174,1,193,193
174,ORD-000070,PROD-0175,2,194,388
175,ORD-000070,PROD-0176,3,195,585
176,ORD-000071,PROD-0177,1,196,196
177,ORD-000071,PROD-0178,2,197,394
178,ORD-000071,PROD-0179,3,198,594
179,ORD-000071,PROD-0180,1,199,199
180,ORD-000072,PROD-0181,1,200,200
181,ORD-000073,PROD-0182,1,201,201
182,ORD-000073,PROD-0183,2,202,404
183,ORD-000074,PROD-0184,1,203,203
184,ORD-000074,PROD-0185,2,204,408
185,ORD-000074,PROD-0186,3,205,615
186,ORD-000075,PROD-0187,1,206,206
187,ORD-000075,PROD-0188,2,207,414
188,ORD-000075,PROD-0189,3,208,624
189,ORD-000075,PROD-0190,1,209,209
190,ORD-000076,PROD-0191,1,210,210
191,ORD-000077,PROD-0192,1,211,211
192,ORD-000077,PROD-0193,2,212,424
193,ORD-000078,PROD-0194,1,213,213
194,ORD-000078,PROD-0195,2,214,428
195,ORD-000078,PROD-0196,3,215,645
196,ORD-000079,PROD-0197,1,216,216
197,ORD-000079,PROD-0198,2,217,434
198,ORD-000079,PROD-0199,3,218,654
199,ORD-000079,PROD-0200,1,219,219
200,ORD-000080,PROD-0201,1,20,20
201,ORD-000081,PROD-0202,1,21,21
202,ORD-000081,PROD-0203,2,22,44
203,ORD-000082,PROD-0204,1,23,23
204,ORD-000082,PROD-0205,2,24,48
205,ORD-000082,PROD-0206,3,25,75
206,ORD-000083,PROD-0207,1,26,26
207,ORD-000083,PROD-0208,2,27,54
208,ORD-000083,PROD-0209,3,28,84
209,ORD-000083,PROD-0210,1,29,29
210,ORD-000084,PROD-0211,1,30,30
211,ORD-000085,PROD-0212,1,31,31
212,ORD-000085,PROD-0213,2,32,64
213,ORD-000086,PROD-0214,1,33,33
214,ORD-000086,PROD-0215,2,34,68
215,ORD-000086,PROD-0216,3,35,105
216,ORD-000087,PROD-0217,1,36,36
217,ORD-000087,PROD-0218,2,37,74
218,ORD-000087,PROD-0219,3,38,114
219,ORD-000087,PROD-0220,1,39,39
220,ORD-000088,PROD-0221,1,40,40
221,ORD-000089,PROD-0222,1,41,41
222,ORD-000089,PROD-0223,2,42,84
223,ORD-000090,PROD-0224,1,43,43
224,ORD-000090,PROD-0225,2,44,88
225,ORD-000090,PROD-0226,3,45,135
226,ORD-000091,PROD-0227,1,46,46
227,ORD-000091,PROD-0228,2,47,94
228,ORD-000091,PROD-0229,3,48,144
229,ORD-000091,PROD-0230,1,49,49
230,ORD-000092,PROD-0231,1,50,50
231,ORD-000093,PROD-0232,1,51,51
232,ORD-000093,PROD-0233,2,52,104
233,ORD-000094,PROD-0234,1,53,53
234,ORD-000094,PROD-0235,2,54,108
235,ORD-000094,PROD-0236,3,55,165
236,ORD-000095,PROD-0237,1,56,56
237,ORD-000095,PROD-0238,2,57,114
238,ORD-000095,PROD-0239,3,58,174
239,ORD-000095,PROD-0240,1,59,59
240,ORD-000096,PROD-0241,1,60,60
241,ORD-000097,PROD-0242,1,61,61
242,ORD-000097,PROD-0243,2,62,124
243,ORD-000098,PROD-0244,1,63,63
244,ORD-000098,PROD-0245,2,64,128
245,ORD-000098,PROD-0246,3,65,195
246,ORD-000099,PROD-0247,1,66,66
247,ORD-000099,PROD-0248,2,67,134
248,ORD-000099,PROD-0249,3,68,204
249,ORD-000099,PROD-0250,1,69,69
250,ORD-000100,PROD-0251,1,70,70
251,ORD-000101,PROD-0252,1,71,71
252,ORD-000101,PROD-0253,2,72,144
253,ORD-000102,PROD-0254,1,73,73
254,ORD-000102,PROD-0255,2,74,148
255,ORD-000102,PROD-0256,3,75,225
256,ORD-000103,PROD-0257,1,76,76
257,ORD-000103,PROD-0258,2,77,154
258,ORD-000103,PROD-0259,3,78,234
259,ORD-000103,PROD-0260,1,79,79
260,ORD-000104,PROD-0261,1,80,80
261,ORD-000105,PROD-0262,1,81,81
262,ORD-000105,PROD-0263,2,82,164
263,ORD-000106,PROD-0264,1,83,83
264,ORD-000106,PROD-0265,2,84,168
265,ORD-000106,PROD-0266,3,85,255
266,ORD-000107,PROD-0267,1,86,86
267,ORD-000107,PROD-0268,2,87,174
268,ORD-000107,PROD-0269,3,88,264
269,ORD-000107,PROD-0270,1,89,89
270,ORD-000108,PROD-0271,1,90,90
271,ORD-000109,PROD-0272,1,91,91
272,ORD-000109,PROD-0273,2,92,184
273,ORD-000110,PROD-0274,1,93,93
274,ORD-000110,PROD-0275,2,94,188
275,ORD-000110,PROD-0276,3,95,285
276,ORD-000111,PROD-0277,1,96,96
277,ORD-000111,PROD-0278,2,97,194
278,ORD-000111,PROD-0279,3,98,294
279,ORD-000111,PROD-0280,1,99,99
280,ORD-000112,PROD-0281,1,100,100
281,ORD-000113,PROD-0282,1,101,101
282,ORD-000113,PROD-0283,2,102,204
283,ORD-000114,PROD-0284,1,103,103
284,ORD-000114,PROD-0285,2,104,208
285,ORD-000114,PROD-0286,3,105,315
286,ORD-000115,PROD-0287,1,106,106
287,ORD-000115,PROD-0288,2,107,214
288,ORD-000115,PROD-0289,3,108,324
289,ORD-000115,PROD-0290,1,109,109
290,ORD-000116,PROD-0291,1,110,110
291,ORD-000117,PROD-0292,1,111,111
292,ORD-000117,PROD-0293,2,112,224
293,ORD-000118,PROD-0294,1,113,113
294,ORD-000118,PROD-0295,2,114,228
295,ORD-000118,PROD-0296,3,115,345
296,ORD-000119,PROD-0297,1,116,116
297,ORD-000119,PROD-0298,2,117,234
298,ORD-000119,PROD-0299,3,118,354
299,ORD-000119,PROD-0300,1,119,119
300,ORD-000120,PROD-0301,1,120,120
301,ORD-000121,PROD-0302,1,121,121
302,ORD-000121,PROD-0303,2,122,244
303,ORD-000122,PROD-0304,1,123,123
304,ORD-000122,PROD-0305,2,124,248
305,ORD-000122,PROD-0306,3,125,375
306,ORD-000123,PROD-0307,1,126,126
307,ORD-000123,PROD-0308,2,127,254
308,ORD-000123,PROD-0309,3,128,384
309,ORD-000123,PROD-0310,1,129,129
310,ORD-000124,PROD-0311,1,130,130
311,ORD-000125,PROD-0312,1,131,131
312,ORD-000125,PROD-0313,2,132,264
313,ORD-000126,PROD-0314,1,133,133
314,ORD-000126,PROD-0315,2,134,268
315,ORD-000126,PROD-0316,3,135,405
316,ORD-000127,PROD-0317,1,136,136
317,ORD-000127,PROD-0318,2,137,274
318,ORD-000127,PROD-0319,3,138,414
319,ORD-000127,PROD-0320,1,139,139
320,ORD-000128,PROD-0321,1,140,140
321,ORD-000129,PROD-0322,1,141,141
322,ORD-000129,PROD-0323,2,142,284
323,ORD-000130,PROD-0324,1,143,143
324,ORD-000130,PROD-0325,2,144,288
325,ORD-000130,PROD-0326,3,145,435
326,ORD-000131,PROD-0327,1,146,146
327,ORD-000131,PROD-0328,2,147,294
328,ORD-000131,PROD-0329,3,148,444
329,ORD-000131,PROD-0330,1,149,149
330,ORD-000132,PROD-0331,1,150,150
331,ORD-000133,PROD-0332,1,151,151
332,ORD-000133,PROD-0333,2,152,304
333,ORD-000134,PROD-0334,1,153,153
334,ORD-000134,PROD-0335,2,154,308
335,ORD-000134,PROD-0336,3,155,465
336,ORD-000135,PROD-0337,1,156,156
337,ORD-000135,PROD-0338,2,157,314
338,ORD-000135,PROD-0339,3,158,474
339,ORD-000135,PROD-0340,1,159,159
340,ORD-000136,PROD-0341,1,160,160
341,ORD-000137,PROD-0342,1,161,161
342,ORD-000137,PROD-0343,2,162,324
343,ORD-000138,PROD-0344,1,163,163
344,ORD-000138,PROD-0345,2,164,328
345,ORD-000138,PROD-0346,3,165,495
346,ORD-000139,PROD-0347,1,166,166
347,ORD-000139,PROD-0348,2,167,334
348,ORD-000139,PROD-0349,3,168,504
349,ORD-000139,PROD-0350,1,169,169
350,ORD-000140,PROD-0351,1,170,170
351,ORD-000141,PROD-0352,1,171,171
352,ORD-000141,PROD-0353,2,172,344
353,ORD-000142,PROD-0354,1,173,173
354,ORD-000142,PROD-0355,2,174,348
355,ORD-000142,PROD-0356,3,175,525
356,ORD-000143,PROD-0357,1,176,176
357,ORD-000143,PROD-0358,2,177,354
358,ORD-000143,PROD-0359,3,178,534
359,ORD-000143,PROD-0360,1,179,179
360,ORD-000144,PROD-0361,1,180,180
361,ORD-000145,PROD-0362,1,181,181
362,ORD-000145,PROD-0363,2,182,364
363,ORD-000146,PROD-0364,1,183,183
364,ORD-000146,PROD-0365,2,184,368
365,ORD-000146,PROD-0366,3,185,555
366,ORD-000147,PROD-0367,1,186,186
367,ORD-000147,PROD-0368,2,187,374
368,ORD-000147,PROD-0369,3,188,564
369,ORD-000147,PROD-0370,1,189,189
370,ORD-000148,PROD-0371,1,190,190
371,ORD-000149,PROD-0372,1,191,191
372,ORD-000149,PROD-0373,2,192,384
373,ORD-000150,PROD-0374,1,193,193
374,ORD-000150,PROD-0375,2,194,388
375,ORD-000150,PROD-0376,3,195,585
376,ORD-000151,PROD-0377,1,196,196
377,ORD-000151,PROD-0378,2,197,394
378,ORD-000151,PROD-0379,3,198,594
379,ORD-000151,PROD-0380,1,199,199
380,ORD-000152,PROD-0381,1,200,200
381,ORD-000153,PROD-0382,1,201,201
382,ORD-000153,PROD-0383,2,202,404
383,ORD-000154,PROD-0384,1,203,203
384,ORD-000154,PROD-0385,2,204,408
385,ORD-000154,PROD-0386,3,205,615
386,ORD-000155,PROD-0387,1,206,206
387,ORD-000155,PROD-0388,2,207,414
388,ORD-000155,PROD-0389,3,208,624
389,ORD-000155,PROD-0390,1,209,209
390,ORD-000156,PROD-0391,1,210,210
391,ORD-000157,PROD-0392,1,211,211
392,ORD-000157,PROD-0393,2,212,424
393,ORD-000158,PROD-0394,1,213,213
394,ORD-000158,PROD-0395,2,214,428
395,ORD-000158,PROD-0396,3,215,645
396,ORD-000159,PROD-0397,1,216,216
397,ORD-000159,PROD-0398,2,217,434
398,ORD-000159,PROD-0399,3,218,654
399,ORD-000159,PROD-0400,1,219,219
400,ORD-000160,PROD-0401,1,20,20
401,ORD-000161,PROD-0402,1,21,21
402,ORD-000161,PROD-0403,2,22,44
403,ORD-000162,PROD-0404,1,23,23
404,ORD-000162,PROD-0405,2,24,48
405,ORD-000162,PROD-0406,3,25,75
406,ORD-000163,PROD-0407,1,26,26
407,ORD-000163,PROD-0408,2,27,54
408,ORD-000163,PROD-0409,3,28,84
409,ORD-000163,PROD-0410,1,29,29
410,ORD-000164,PROD-0411,1,30,30
411,ORD-000165,PROD-0412,1,31,31
412,ORD-000165,PROD-0413,2,32,64
413,ORD-000166,PROD-0414,1,33,33
414,ORD-000166,PROD-0415,2,34,68
415,ORD-000166,PROD-0416,3,35,105
416,ORD-000167,PROD-0417,1,36,36
417,ORD-000167,PROD-0418,2,37,74
418,ORD-000167,PROD-0419,3,38,114
419,ORD-000167,PROD-0420,1,39,39
420,ORD-000168,PROD-0421,1,40,40
421,ORD-000169,PROD-0422,1,41,41
422,ORD-000169,PROD-0423,2,42,84
423,ORD-000170,PROD-0424,1,43,43
424,ORD-000170,PROD-0425,2,44,88
425,ORD-000170,PROD-0426,3,45,135
426,ORD-000171,PROD-0427,1,46,46
427,ORD-000171,PROD-0428,2,47,94
428,ORD-000171,PROD-0429,3,48,144
429,ORD-000171,PROD-0430,1,49,49
430,ORD-000172,PROD-0431,1,50,50
431,ORD-000173,PROD-0432,1,51,51
432,ORD-000173,PROD-0433,2,52,104
433,ORD-000174,PROD-0434,1,53,53
434,ORD-000174,PROD-0435,2,54,108
435,ORD-000174,PROD-0436,3,55,165
436,ORD-000175,PROD-0437,1,56,56
437,ORD-000175,PROD-0438,2,57,114
438,ORD-000175,PROD-0439,3,58,174
439,ORD-000175,PROD-0440,1,59,59
440,ORD-000176,PROD-0441,1,60,60
441,ORD-000177,PROD-0442,1,61,61
442,ORD-000177,PROD-0443,2,62,124
443,ORD-000178,PROD-0444,1,63,63
444,ORD-000178,PROD-0445,2,64,128
445,ORD-000178,PROD-0446,3,65,195
446,ORD-000179,PROD-0447,1,66,66
447,ORD-000179,PROD-0448,2,67,134
448,ORD-000179,PROD-0449,3,68,204
449,ORD-000179,PROD-0450,1,69,69
450,ORD-000180,PROD-0451,1,70,70
451,ORD-000181,PROD-0452,1,71,71
452,ORD-000181,PROD-0453,2,72,144
453,ORD-000182,PROD-0454,1,73,73
454,ORD-000182,PROD-0455,2,74,148
455,ORD-000182,PROD-0456,3,75,225
456,ORD-000183,PROD-0457,1,76,76
457,ORD-000183,PROD-0458,2,77,154
458,ORD-000183,PROD-0459,3,78,234
459,ORD-000183,PROD-0460,1,79,79
460,ORD-000184,PROD-0461,1,80,80
461,ORD-000185,PROD-0462,1,81,81
462,ORD-000185,PROD-0463,2,82,164
463,ORD-000186,PROD-0464,1,83,83
464,ORD-000186,PROD-0465,2,84,168
465,ORD-000186,PROD-0466,3,85,255
466,ORD-000187,PROD-0467,1,86,86
467,ORD-000187,PROD-0468,2,87,174
468,ORD-000187,PROD-0469,3,88,264
469,ORD-000187,PROD-0470,1,89,89
470,ORD-000188,PROD-0471,1,90,90
471,ORD-000189,PROD-0472,1,91,91
472,ORD-000189,PROD-0473,2,92,184
473,ORD-000190,PROD-0474,1,93,93
474,ORD-000190,PROD-0475,2,94,188
475,ORD-000190,PROD-0476,3,95,285
476,ORD-000191,PROD-0477,1,96,96
477,ORD-000191,PROD-0478,2,97,194
478,ORD-000191,PROD-0479,3,98,294
479,ORD-000191,PROD-0480,1,99,99
480,ORD-000192,PROD-0481,1,100,100
481,ORD-000193,PROD-0482,1,101,101
482,ORD-000193,PROD-0483,2,102,204
483,ORD-000194,PROD-0484,1,103,103
484,ORD-000194,PROD-0485,2,104,208
485,ORD-000194,PROD-0486,3,105,315
486,ORD-000195,PROD-0487,1,106,106
487,ORD-000195,PROD-0488,2,107,214
488,ORD-000195,PROD-0489,3,108,324
489,ORD-000195,PROD-0490,1,109,109
490,ORD-000196,PROD-0491,1,110,110
491,ORD-000197,PROD-0492,1,111,111
492,ORD-000197,PROD-0493,2,112,224
493,ORD-000198,PROD-0494,1,113,113
494,ORD-000198,PROD-0495,2,114,228
495,ORD-000198,PROD-0496,3,115,345
496,ORD-000199,PROD-0497,1,116,116
497,ORD-000199,PROD-0498,2,117,234
498,ORD-000199,PROD-0499,3,118,354
499,ORD-000199,PROD-0500,1,119,119
500,ORD-000200,PROD-0501,1,120,120
501,ORD-000201,PROD-0502,1,121,121
502,ORD-000201,PROD-0503,2,122,244
503,ORD-000202,PROD-0504,1,123,123
504,ORD-000202,PROD-0505,2,124,248
505,ORD-000202,PROD-0506,3,125,375
506,ORD-000203,PROD-0507,1,126,126
507,ORD-000203,PROD-0508,2,127,254
508,ORD-000203,PROD-0509,3,128,384
509,ORD-000203,PROD-0510,1,129,129
510,ORD-000204,PROD-0511,1,130,130
511,ORD-000205,PROD-0512,1,131,131
512,ORD-000205,PROD-0513,2,132,264
513,ORD-000206,PROD-0514,1,133,133
514,ORD-000206,PROD-0515,2,134,268
515,ORD-000206,PROD-0516,3,135,405
516,ORD-000207,PROD-0517,1,136,136
517,ORD-000207,PROD-0518,2,137,274
518,ORD-000207,PROD-0519,3,138,414
519,ORD-000207,PROD-0520,1,139,139
520,ORD-000208,PROD-0521,1,140,140
521,ORD-000209,PROD-0522,1,141,141
522,ORD-000209,PROD-0523,2,142,284
523,ORD-000210,PROD-0524,1,143,143
524,ORD-000210,PROD-0525,2,144,288
525,ORD-000210,PROD-0526,3,145,435
526,ORD-000211,PROD-0527,1,146,146
527,ORD-000211,PROD-0528,2,147,294
528,ORD-000211,PROD-0529,3,148,444
529,ORD-000211,PROD-0530,1,149,149
530,ORD-000212,PROD-0531,1,150,150
531,ORD-000213,PROD-0532,1,151,151
532,ORD-000213,PROD-0533,2,152,304
533,ORD-000214,PROD-0534,1,153,153
534,ORD-000214,PROD-0535,2,154,308
535,ORD-000214,PROD-0536,3,155,465
536,ORD-000215,PROD-0537,1,156,156
537,ORD-000215,PROD-0538,2,157,314
538,ORD-000215,PROD-0539,3,158,474
539,ORD-000215,PROD-0540,1,159,159
540,ORD-000216,PROD-0541,1,160,160
541,ORD-000217,PROD-0542,1,161,161
542,ORD-000217,PROD-0543,2,162,324
543,ORD-000218,PROD-0544,1,163,163
544,ORD-000218,PROD-0545,2,164,328
545,ORD-000218,PROD-0546,3,165,495
546,ORD-000219,PROD-0547,1,166,166
547,ORD-000219,PROD-0548,2,167,334
548,ORD-000219,PROD-0549,3,168,504
549,ORD-000219,PROD-0550,1,169,169
550,ORD-000220,PROD-0551,1,170,170
551,ORD-000221,PROD-0552,1,171,171
552,ORD-000221,PROD-0553,2,172,344
553,ORD-000222,PROD-0554,1,173,173
554,ORD-000222,PROD-0555,2,174,348
555,ORD-000222,PROD-0556,3,175,525
556,ORD-000223,PROD-0557,1,176,176
557,ORD-000223,PROD-0558,2,177,354
558,ORD-000223,PROD-0559,3,178,534
559,ORD-000223,PROD-0560,1,179,179
560,ORD-000224,PROD-0561,1,180,180
561,ORD-000225,PROD-0562,1,181,181
562,ORD-000225,PROD-0563,2,182,364
563,ORD-000226,PROD-0564,1,183,183
564,ORD-000226,PROD-0565,2,184,368
565,ORD-000226,PROD-0566,3,185,555
566,ORD-000227,PROD-0567,1,186,186
567,ORD-000227,PROD-0568,2,187,374
568,ORD-000227,PROD-0569,3,188,564
569,ORD-000227,PROD-0570,1,189,189
570,ORD-000228,PROD-0571,1,190,190
571,ORD-000229,PROD-0572,1,191,191
572,ORD-000229,PROD-0573,2,192,384
573,ORD-000230,PROD-0574,1,193,193
574,ORD-000230,PROD-0575,2,194,388
575,ORD-000230,PROD-0576,3,195,585
576,ORD-000231,PROD-0577,1,196,196
577,ORD-000231,PROD-0578,2,197,394
578,ORD-000231,PROD-0579,3,198,594
579,ORD-000231,PROD-0580,1,199,199
580,ORD-000232,PROD-0581,1,200,200
581,ORD-000233,PROD-0582,1,201,201
582,ORD-000233,PROD-0583,2,202,404
583,ORD-000234,PROD-0584,1,203,203
584,ORD-000234,PROD-0585,2,204,408
585,ORD-000234,PROD-0586,3,205,615
586,ORD-000235,PROD-0587,1,206,206
587,ORD-000235,PROD-0588,2,207,414
588,ORD-000235,PROD-0589,3,208,624
589,ORD-000235,PROD-0590,1,209,209
590,ORD-000236,PROD-0591,1,210,210
591,ORD-000237,PROD-0592,1,211,211
592,ORD-000237,PROD-0593,2,212,424
593,ORD-000238,PROD-0594,1,213,213
594,ORD-000238,PROD-0595,2,214,428
595,ORD-000238,PROD-0596,3,215,645
596,ORD-000239,PROD-0597,1,216,216
597,ORD-000239,PROD-0598,2,217,434
598,ORD-000239,PROD-0599,3,218,654
599,ORD-000239,PROD-0600,1,219,219
600,ORD-000240,PROD-0601,1,20,20
601,ORD-000241,PROD-0602,1,21,21
602,ORD-000241,PROD-0603,2,22,44
603,ORD-000242,PROD-0604,1,23,23
604,ORD-000242,PROD-0605,2,24,48
605,ORD-000242,PROD-0606,3,25,75
606,ORD-000243,PROD-0607,1,26,26
607,ORD-000243,PROD-0608,2,27,54
608,ORD-000243,PROD-0609,3,28,84
609,ORD-000243,PROD-0610,1,29,29
610,ORD-000244,PROD-0611,1,30,30
611,ORD-000245,PROD-0612,1,31,31
612,ORD-000245,PROD-0613,2,32,64
613,ORD-000246,PROD-0614,1,33,33
614,ORD-000246,PROD-0615,2,34,68
615,ORD-000246,PROD-0616,3,35,105
616,ORD-000247,PROD-0617,1,36,36
617,ORD-000247,PROD-0618,2,37,74
618,ORD-000247,PROD-0619,3,38,114
619,ORD-000247,PROD-0620,1,39,39
620,ORD-000248,PROD-0621,1,40,40
621,ORD-000249,PROD-0622,1,41,41
622,ORD-000249,PROD-0623,2,42,84
623,ORD-000250,PROD-0624,1,43,43
624,ORD-000250,PROD-0625,2,44,88
625,ORD-000250,PROD-0626,3,45,135
626,ORD-000251,PROD-0627,1,46,46
627,ORD-000251,PROD-0628,2,47,94
628,ORD-000251,PROD-0629,3,48,144
629,ORD-000251,PROD-0630,1,49,49
630,ORD-000252,PROD-0631,1,50,50
631,ORD-000253,PROD-0632,1,51,51
632,ORD-000253,PROD-0633,2,52,104
633,ORD-000254,PROD-0634,1,53,53
